814,37,22,47.9
814,37,23,45.85
814,37,24,43.95
814,37,25,42.2
814,37,26,40.65
814,37,27,39.2
814,37,28,37.9
814,37,29,36.7
814,37,30,35.6
814,37,31,34.65
814,37,32,33.8
814,37,33,33
814,37,34,32.3
814,37,35,31.65
814,38,12,90.75
814,38,13,83.25
814,38,14,76.85
814,38,15,72.4
814,38,16,67.5
814,38,17,63.2
814,38,18,59.4
814,38,19,56
814,38,20,53
814,38,21,50.45
814,38,22,48.2
814,38,23,46.1
814,38,24,44.25
814,38,25,42.55
814,38,26,40.95
814,38,27,39.55
814,38,28,38.25
814,38,29,37.05
814,38,30,35.95
814,38,31,35.05
814,38,32,34.2
814,38,33,33.45
814,38,34,32.75
814,38,35,32.1
814,39,12,90.95
814,39,13,83.45
814,39,14,77.05
814,39,15,72.65
814,39,16,67.7
814,39,17,63.4
814,39,18,59.65
814,39,19,56.25
814,39,20,53.25
814,39,21,50.75
814,39,22,48.5
814,39,23,46.45
814,39,24,44.55
814,39,25,42.85
814,39,26,41.35
814,39,27,39.9
814,39,28,38.65
814,39,29,37.45
814,39,30,36.4
814,39,31,35.5
814,39,32,34.65
814,39,33,33.9
814,39,34,33.2
814,39,35,32.6
814,40,12,91.1
814,40,13,83.65
814,40,14,77.25
814,40,15,72.85
814,40,16,67.95
814,40,17,63.7
814,40,18,59.9
814,40,19,56.55
814,40,20,53.55
814,40,21,51.05
814,40,22,48.8
814,40,23,46.8
814,40,24,44.95
814,40,25,43.25
814,40,26,41.7
814,40,27,40.3
814,40,28,39.05
814,40,29,37.9
814,40,30,36.85
814,40,31,35.95
814,40,32,35.15
814,40,33,34.4
814,40,34,33.75
814,40,35,33.15
814,41,12,91.35
814,41,13,83.85
814,41,14,77.5
814,41,15,73.15
814,41,16,68.25
814,41,17,64
814,41,18,60.2
814,41,19,56.9
814,41,20,53.9
814,41,21,51.45
814,41,22,49.2
814,41,23,47.15
814,41,24,45.35
814,41,25,43.65
814,41,26,42.15
814,41,27,40.75
814,41,28,39.5
814,41,29,38.4
814,41,30,37.35
814,41,31,36.45
814,41,32,35.7
814,41,33,34.95
814,41,34,34.3
814,42,12,91.6
814,42,13,84.15
814,42,14,77.75
814,42,15,73.45
814,42,16,68.55
814,42,17,64.3
814,42,18,60.55
814,42,19,57.25
814,42,20,54.3
814,42,21,51.8
814,42,22,49.6
814,42,23,47.6
814,42,24,45.75
814,42,25,44.1
814,42,26,42.6
814,42,27,41.25
814,42,28,40
814,42,29,38.9
814,42,30,37.9
814,42,31,37.05
814,42,32,36.25
814,42,33,35.55
814,43,12,91.85
814,43,13,84.4
814,43,14,78.1
814,43,15,73.8
814,43,16,68.9
814,43,17,64.7
814,43,18,60.95
814,43,19,57.65
814,43,20,54.7
814,43,21,52.25
814,43,22,50.05
814,43,23,48.05
814,43,24,46.25
814,43,25,44.6
814,43,26,43.15
814,43,27,41.8
814,43,28,40.6
814,43,29,39.45
814,43,30,38.5
814,43,31,37.65
814,43,32,36.9
814,44,12,92.2
814,44,13,84.75
814,44,14,78.45
814,44,15,74.15
814,44,16,69.3
814,44,17,65.1
814,44,18,61.35
814,44,19,58.1
814,44,20,55.15
814,44,21,52.7
814,44,22,50.55
814,44,23,48.55
814,44,24,46.75
814,44,25,45.15
814,44,26,43.7
814,44,27,42.35
814,44,28,41.2
814,44,29,40.1
814,44,30,39.1
814,44,31,38.3
814,45,12,92.55
814,45,13,85.1
814,45,14,78.8
814,45,15,74.55
814,45,16,69.75
814,45,17,65.5
814,45,18,61.8
814,45,19,58.55
814,45,20,55.65
814,45,21,53.25
814,45,22,51.05
814,45,23,49.1
814,45,24,47.35
814,45,25,45.75
814,45,26,44.3
814,45,27,43
814,45,28,41.85
814,45,29,40.75
814,45,30,39.8
814,46,12,92.9
814,46,13,85.5
814,46,14,79.2
814,46,15,75
814,46,16,70.2
814,46,17,66
814,46,18,62.3
814,46,19,59.05
814,46,20,56.2
814,46,21,53.75
814,46,22,51.6
814,46,23,49.7
814,46,24,47.95
814,46,25,46.35
814,46,26,44.95
814,46,27,43.7
814,46,28,42.55
814,46,29,41.5
814,47,12,93.3
814,47,13,85.95
814,47,14,79.65
814,47,15,75.45
814,47,16,70.7
814,47,17,66.5
814,47,18,62.85
814,47,19,59.6
814,47,20,56.75
814,47,21,54.35
814,47,22,52.25
814,47,23,50.3
814,47,24,48.6
814,47,25,47.05
814,47,26,45.65
814,47,27,44.4
814,47,28,43.3
814,48,12,93.75
814,48,13,86.4
814,48,14,80.15
814,48,15,76
814,48,16,71.2
814,48,17,67.05
814,48,18,63.4
814,48,19,60.2
814,48,20,57.35
814,48,21,55
814,48,22,52.9
814,48,23,51
814,48,24,49.3
814,48,25,47.8
814,48,26,46.4
814,48,27,45.2
814,49,12,94.25
814,49,13,86.9
814,49,14,80.65
814,49,15,76.5
814,49,16,71.75
814,49,17,67.65
814,49,18,64
814,49,19,60.85
814,49,20,58
814,49,21,55.7
814,49,22,53.6
814,49,23,51.75
814,49,24,50.05
814,49,25,48.55
814,49,26,47.25
814,50,12,94.75
814,50,13,87.4
814,50,14,81.2
814,50,15,77.1
814,50,16,72.35
814,50,17,68.25
814,50,18,64.65
814,50,19,61.5
814,50,20,58.7
814,50,21,56.4
814,50,22,54.35
814,50,23,52.5
814,50,24,50.85
814,50,25,49.4
814,51,12,95.25
814,51,13,87.95
814,51,14,81.75
814,51,15,77.7
814,51,16,73
814,51,17,68.9
814,51,18,65.35
814,51,19,62.2
814,51,20,59.45
814,51,21,57.2
814,51,22,55.15
814,51,23,53.35
814,51,24,51.75
814,52,12,95.8
814,52,13,88.55
814,52,14,82.35
814,52,15,78.35
814,52,16,73.65
814,52,17,69.6
814,52,18,66.1
814,52,19,63
814,52,20,60.25
814,52,21,58
814,52,22,56
814,52,23,54.25
814,53,12,96.4
814,53,13,89.15
814,53,14,83
814,53,15,79.05
814,53,16,74.4
814,53,17,70.35
814,53,18,66.85
814,53,19,63.8
814,53,20,61.1
814,53,21,58.9
814,53,22,56.95
814,54,12,97
814,54,13,89.8
814,54,14,83.7
814,54,15,79.75
814,54,16,75.15
814,54,17,71.15
814,54,18,67.7
814,54,19,64.7
814,54,20,62.05
814,54,21,59.85
814,55,12,97.65
814,55,13,90.5
814,55,14,84.4
814,55,15,80.55
814,55,16,75.95
814,55,17,72
814,55,18,68.6
814,55,19,65.6
814,55,20,63
